17

910 1694
536 532 657
357 58 168
778 274 778
625 573 164
303 10 910
803 631 974
366 216 392
529 696 93
245 255 755
618 739 102
565 759 15
862 796 90
37 500 200
317 706 980
70 793 836
137 405 34
498 185 728
835 838 277
320 317 581
582 569 189
98 145 755
121 390 662
595 742 943
661 146 291
796 638 30
276 580 20
787 804 861
540 667 913
305 871 490
777 400 605
38 699 950
555 415 62
90 726 486
453 655 887
237 70 529
650 211 604
616 857 807
546 82 847
685 281 789
242 188 884
297 108 342
282 558 472
20 876 284
823 254 357
453 506 710
482 859 459
136 354 220
517 356 261
373 875 549
806 332 776
863 894 703
298 219 66
296 165 860
538 76 369
44 351 63
191 309 171
231 202 157
882 404 345
837 411 647
717 533 467
278 582 102
302 465 295
155 803 320
468 834 534
669 530 990
108 731 943
638 170 215
276 516 881
27 270 640
445 346 598
344 219 626
424 116 352
519 432 246
212 24 950
141 441 638
367 86 123
343 283 738
222 441 770
285 445 927
702 70 551
45 813 996
60 520 117
757 339 919
390 786 572
244 690 699
596 403 654
446 408 651
340 407 520
569 447 757
98 888 201
217 798 666
641 819 700
359 221 312
729 373 96
360 743 876
291 161 702
644 87 623
735 816 348
444 320 656
643 467 755
797 723 460
648 894 359
66 724 22
886 133 126
366 88 326
177 262 860
135 292 190
99 894 158
269 729 560
858 243 834
821 132 542
775 452 786
796 814 540
36 802 82
435 300 158
221 239 607
907 650 567
132 414 149
249 9 360
661 651 268
493 466 406
603 866 610
869 160 50
72 890 928
203 739 101
425 71 178
473 370 968
139 100 798
496 635 306
138 819 72
129 632 177
817 398 121
14 844 333
435 662 355
728 432 277
569 68 465
772 752 934
506 877 921
53 251 422
295 24 340
641 559 995
861 136 90
212 216 615
168 280 518
320 446 845
392 492 390
293 724 265
620 359 770
841 340 322
808 101 111
513 601 241
41 670 291
856 381 154
54 345 847
145 567 17
392 76 344
641 464 5
20 506 555
382 17 230
869 110 817
622 595 126
365 68 48
574 49 668
323 696 70
802 291 995
631 494 772
505 284 122
67 16 123
863 457 521
115 203 777
440 495 317
318 405 731
111 119 566
746 421 808
682 899 176
203 109 28
159 458 184
113 316 225
535 557 385
471 555 297
200 392 493
496 836 964
832 31 146
501 164 364
153 633 293
96 238 977
507 762 26
304 842 188
488 65 66
745 656 843
199 623 322
630 160 404
651 607 529
533 489 102
655 614 731
158 40 716
673 130 868
379 527 531
593 671 963
21 836 245
28 672 398
773 592 812
822 636 872
62 622 272
415 65 183
858 718 836
276 672 434
81 391 845
68 175 919
324 152 546
90 549 418
52 381 783
532 152 317
867 13 390
71 395 224
835 170 959
431 435 606
226 81 502
569 53 117
318 216 661
612 171 855
818 583 126
205 32 597
806 800 891
504 73 15
847 238 169
172 64 356
134 717 27
155 459 47
462 779 71
684 799 722
532 727 921
140 341 778
497 276 617
161 258 715
806 626 344
219 774 867
629 115 921
188 872 318
613 826 729
680 719 15
435 467 345
342 343 874
482 594 661
730 608 57
203 138 920
820 2 892
27 632 480
486 835 334
680 658 334
79 176 234
576 516 474
167 170 713
560 725 287
200 418 481
107 393 964
29 541 694
344 566 352
548 453 668
517 648 783
749 863 251
753 854 450
350 399 982
432 49 48
421 30 508
611 772 895
731 416 810
510 727 861
216 389 145
429 740 759
30 24 841
728 110 306
386 728 582
829 72 908
369 440 141
77 661 78
132 510 567
901 510 267
26 467 966
108 437 390
277 103 734
508 165 48
754 204 218
685 109 40
73 829 696
124 591 216
220 548 438
418 586 376
848 854 762
907 273 386
334 518 799
561 302 653
484 258 758
86 206 622
315 202 134
144 718 576
618 24 149
452 491 152
651 147 157
511 595 664
907 841 255
874 260 229
726 118 119
459 650 380
141 306 969
858 109 153
748 255 570
104 204 628
493 131 220
76 150 764
194 624 981
566 692 575
717 173 533
626 75 239
193 550 229
294 92 389
820 540 448
339 178 216
756 379 913
215 847 629
484 560 992
378 346 97
791 534 914
60 294 703
168 360 403
49 661 63
93 180 656
546 886 312
464 592 524
703 123 463
680 889 625
734 440 769
648 305 146
393 858 801
109 909 571
361 193 560
884 316 503
561 299 671
661 571 266
573 59 475
194 894 381
137 905 799
732 46 931
814 644 752
115 452 468
272 859 668
910 494 756
307 239 827
252 352 262
618 31 979
562 95 922
556 297 291
803 541 211
610 879 189
17 59 109
574 619 88
801 402 221
791 801 161
541 895 544
886 279 741
33 318 600
502 653 430
692 586 681
384 887 763
327 190 475
38 769 27
495 852 32
504 103 590
803 137 579
632 291 137
95 386 766
100 282 978
783 767 87
256 753 850
563 101 800
401 263 754
863 461 402
873 507 710
232 275 621
718 102 769
120 699 957
889 114 249
41 69 585
589 41 517
57 438 5
358 173 123
587 634 464
582 619 292
752 771 952
909 753 297
5 851 984
784 761 9
347 742 545
503 888 128
158 864 58
699 464 508
443 240 521
606 445 487
517 48 486
773 843 268
5 36 343
720 484 637
477 549 617
489 36 624
863 413 990
344 772 893
97 740 831
405 708 266
522 169 613
477 535 772
99 650 711
586 891 376
627 468 182
519 886 254
11 142 753
513 701 580
635 48 512
644 49 511
338 44 678
7 161 465
340 874 194
108 765 748
787 511 702
28 4 909
102 454 678
508 6 592
110 537 125
504 522 892
211 335 721
311 825 235
791 351 154
563 398 823
354 29 322
546 499 543
64 756 452
152 804 213
68 548 317
542 572 560
503 834 635
141 283 751
882 749 584
760 556 698
554 685 33
302 142 962
498 369 352
57 579 629
120 826 577
910 193 685
439 795 338
590 287 685
751 424 548
645 870 848
896 788 8
32 404 29
820 343 331
608 347 821
615 44 814
306 550 514
440 711 778
162 695 585
890 855 459
633 443 254
772 96 154
616 682 339
284 505 87
514 716 519
438 219 269
282 684 599
743 409 107
162 91 335
12 809 871
770 369 924
433 43 502
161 478 394
280 655 162
79 256 196
316 634 962
506 232 113
123 587 196
579 176 321
689 659 596
161 485 921
849 514 691
746 154 49
343 228 165
343 301 908
726 445 377
182 862 44
193 17 281
234 248 474
364 98 216
19 479 63
65 584 430
329 387 519
135 162 976
358 712 792
399 383 15
658 202 574
459 872 94
198 293 571
115 347 850
657 628 144
874 746 942
362 43 963
1 32 419
241 13 378
27 808 710
883 440 812
630 140 250
130 20 11
288 457 119
841 37 841
127 597 607
224 486 586
727 2 130
671 769 848
356 2 719
125 537 910
266 742 281
592 317 689
175 323 427
691 622 434
93 683 128
119 178 455
857 664 516
860 748 843
421 616 477
604 717 132
150 687 420
461 835 250
599 257 772
748 26 867
480 397 582
795 31 523
313 669 441
105 269 136
431 374 311
82 515 669
586 800 653
245 621 340
790 118 377
125 255 824
295 427 79
140 616 229
570 815 695
586 628 768
455 816 792
734 512 900
534 99 356
900 297 756
905 527 557
808 421 346
174 264 899
836 512 394
129 367 342
483 432 753
112 645 888
14 128 154
714 785 616
607 125 834
860 79 817
771 834 962
804 238 263
338 646 603
328 351 792
454 17 558
121 91 825
500 241 721
640 377 817
353 280 925
541 488 607
322 586 722
410 510 831
40 357 290
417 863 947
655 815 798
148 603 323
504 66 35
906 882 327
292 801 248
705 324 877
273 241 384
653 129 888
550 472 57
508 700 902
511 127 649
452 405 828
694 382 149
448 238 359
348 499 39
747 559 324
59 377 103
713 341 488
530 290 768
707 307 264
415 449 708
537 419 364
289 350 781
739 376 656
721 812 240
407 576 235
392 808 813
748 898 492
12 750 825
20 82 284
518 196 709
603 664 860
733 704 255
822 521 41
341 770 160
260 735 168
702 295 308
336 764 6
345 801 473
711 38 583
566 217 843
426 67 708
171 658 444
223 143 983
129 275 210
904 133 680
859 494 251
358 83 472
793 167 932
32 348 479
627 250 978
110 487 192
436 798 262
344 117 817
92 887 972
674 721 622
207 70 700
145 795 206
256 802 594
518 636 524
12 383 798
564 590 488
514 642 516
613 323 583
152 82 578
178 709 344
473 278 915
804 206 679
857 379 34
435 784 138
574 392 487
81 168 137
656 413 305
48 615 322
857 825 795
699 424 871
187 438 420
737 580 277
106 594 671
177 239 576
283 92 845
411 753 976
574 35 101
494 278 191
478 826 89
344 638 789
233 77 472
700 158 656
212 22 361
113 810 865
64 438 998
137 819 337
393 619 516
656 379 713
664 24 154
100 155 906
563 126 265
425 337 911
205 851 243
810 544 520
570 714 917
50 764 930
328 541 93
898 550 687
458 662 425
166 879 401
305 71 29
56 720 113
163 196 957
216 890 74
788 497 940
391 836 659
199 25 147
573 3 252
505 784 602
672 110 581
630 519 853
783 512 869
815 164 930
179 471 960
708 172 397
649 547 587
621 606 265
379 260 131
854 847 321
320 1 329
171 288 101
251 444 557
233 768 373
642 371 738
141 584 693
138 790 965
876 241 744
818 136 894
844 393 45
234 881 647
134 646 160
58 685 470
212 232 362
92 360 453
600 719 219
875 692 47
313 675 951
89 369 476
709 628 267
235 133 226
776 679 913
340 33 570
598 151 628
86 717 217
466 132 546
642 163 387
288 591 123
432 99 35
97 144 10
868 234 105
777 104 223
862 675 973
576 443 518
814 294 129
709 324 661
656 248 522
642 848 550
761 50 104
122 102 715
462 189 22
560 830 890
456 877 686
266 246 181
183 437 245
492 761 722
598 115 373
169 263 86
245 208 458
141 457 749
654 273 573
713 46 464
355 96 810
744 195 287
511 607 489
471 752 943
677 387 11
665 549 295
158 696 144
433 207 496
42 565 15
822 414 796
722 142 414
138 303 334
509 214 292
84 315 77
422 87 975
451 421 620
814 700 116
293 470 435
758 82 344
421 817 963
403 468 276
281 750 604
256 428 128
683 817 972
873 594 580
791 151 292
545 410 731
312 858 414
475 855 670
763 93 201
779 468 191
42 240 470
190 590 209
251 707 281
326 566 777
239 213 1000
200 7 542
880 128 128
161 392 428
893 131 206
481 433 581
460 873 519
35 580 242
802 330 126
89 579 225
746 855 822
200 776 87
822 300 626
449 599 533
270 318 583
228 569 799
624 598 775
332 164 209
775 760 779
747 624 483
130 407 591
14 72 887
819 893 746
745 277 314
319 88 30
313 789 828
319 876 982
424 782 782
329 487 363
363 864 702
774 453 619
367 557 253
220 559 29
6 222 533
807 473 422
460 666 452
351 279 654
59 150 810
511 610 213
72 23 87
607 292 431
802 392 979
847 351 110
270 880 176
808 248 159
564 529 210
455 348 665
106 651 760
851 896 600
765 894 324
117 765 198
632 865 461
364 40 132
905 575 266
147 833 743
882 344 10
389 622 383
784 430 536
650 601 320
473 316 226
543 872 580
360 602 630
342 773 184
875 689 494
220 256 238
517 795 20
536 792 741
439 561 731
816 474 532
585 360 616
645 131 957
57 606 904
431 338 550
662 129 95
347 643 918
735 670 295
22 360 982
89 201 698
135 581 189
125 177 502
122 101 699
692 545 39
908 652 757
66 687 859
55 314 31
551 379 345
674 193 637
564 233 444
522 29 227
473 716 929
640 16 418
646 53 113
266 322 471
357 636 568
773 490 725
315 428 83
346 239 603
724 728 945
127 186 854
432 351 402
698 877 986
489 104 637
145 136 602
131 847 189
406 615 226
503 283 564
92 68 634
82 501 528
523 513 998
559 239 767
104 569 264
495 59 632
70 633 456
814 262 610
280 78 181
736 620 904
407 826 163
551 857 907
159 328 547
781 888 808
581 848 547
600 197 87
52 508 440
227 469 222
750 600 535
699 720 238
459 298 854
218 907 238
258 205 722
401 898 621
518 285 421
664 609 616
456 206 198
635 452 852
795 348 512
259 323 65
280 286 894
92 660 808
601 451 996
882 67 348
361 281 103
257 135 791
363 559 831
170 871 672
589 561 554
651 881 985
534 374 333
369 186 73
478 874 608
456 640 161
528 491 724
709 541 774
424 272 952
539 493 214
823 454 533
824 377 355
567 599 494
832 110 93
858 368 18
897 81 271
754 306 524
327 360 170
673 408 131
534 481 738
808 716 374
835 832 147
349 345 454
642 64 162
393 652 771
628 100 148
719 750 991
738 512 289
886 278 288
64 429 933
572 39 954
817 777 811
642 104 244
715 24 915
457 31 428
726 712 767
690 318 773
406 617 604
180 600 580
637 652 143
365 98 821
693 456 520
574 794 979
236 226 36
416 843 828
904 276 726
409 658 723
344 797 131
92 759 200
676 147 326
103 15 927
783 256 696
589 678 101
772 229 416
421 766 143
155 902 675
188 899 359
130 591 211
357 332 284
767 551 570
666 314 261
419 42 261
672 1 556
567 624 967
495 397 238
877 814 631
408 567 622
871 775 676
492 503 862
491 659 69
773 187 721
397 286 114
194 661 474
263 837 152
139 664 454
247 483 512
559 26 504
753 189 556
422 377 926
744 328 15
116 852 442
763 759 108
316 347 115
25 262 184
312 161 374
848 329 507
722 235 138
81 105 41
650 692 55
159 443 689
482 226 970
381 568 857
630 357 26
602 510 471
413 175 584
203 293 926
496 559 714
107 364 181
889 79 877
259 835 933
294 906 687
502 539 86
81 761 53
511 339 540
536 413 739
318 275 772
32 657 817
592 553 492
99 250 25
607 755 273
261 336 442
300 153 978
302 459 149
577 184 473
498 352 131
321 169 574
559 617 590
698 310 279
742 870 879
502 365 799
437 730 464
27 842 896
481 140 262
498 109 761
568 41 913
903 901 934
789 672 313
198 659 741
842 49 84
703 76 753
420 318 105
709 599 570
881 596 936
292 360 733
609 675 179
497 173 363
14 125 898
355 438 935
690 745 409
522 415 430
215 856 446
866 419 982
217 406 709
359 110 484
203 250 821
121 6 184
735 9 850
49 793 697
863 300 926
790 497 708
710 536 336
883 810 843
32 647 545
558 340 33
423 835 772
71 85 567
262 749 638
50 435 579
214 21 667
658 141 654
708 724 972
265 237 375
708 607 414
140 614 565
445 532 782
763 303 340
524 552 887
117 188 961
751 769 682
102 394 485
387 233 977
375 270 502
128 406 131
679 319 212
405 164 842
508 518 630
395 153 118
405 695 856
809 272 748
38 858 217
243 25 309
265 389 306
258 696 280
526 331 442
10 769 962
365 693 25
624 505 501
295 446 275
582 228 624
291 521 243
358 678 551
168 307 730
683 221 552
34 2 688
878 312 912
107 270 1
605 59 719
793 671 264
353 760 230
240 502 847
418 313 562
630 261 443
300 518 551
742 797 782
165 144 173
465 303 342
340 718 827
61 99 229
483 174 820
461 387 3
365 871 792
781 803 720
276 686 779
200 272 496
903 790 111
620 517 631
423 346 215
804 893 358
848 674 50
150 455 565
341 313 807
451 300 273
844 784 623
244 692 362
588 169 199
780 92 702
326 263 634
406 1 808
439 284 247
397 26 304
528 898 58
278 456 115
70 777 272
657 542 317
300 83 802
738 838 518
428 211 755
309 890 283
607 226 826
451 568 247
192 528 395
637 145 823
649 688 602
688 462 55
710 796 713
92 793 718
462 79 964
100 39 118
225 862 358
320 632 966
836 550 401
415 560 193
876 486 147
224 183 558
609 87 13
350 882 4
875 404 677
276 324 95
66 117 372
647 501 941
836 671 18
735 788 691
598 766 42
655 609 281
294 176 508
375 69 552
561 126 453
443 806 403
596 907 919
353 582 953
442 757 159
450 516 908
789 52 544
848 578 55
685 236 385
788 372 169
323 826 880
231 888 873
904 160 230
88 491 719
619 746 814
684 510 185
87 573 777
680 628 961
247 379 278
353 688 818
178 80 576
794 59 647
130 273 684
474 848 418
685 92 111
254 349 425
751 357 801
83 437 169
215 248 49
812 281 994
837 349 537
687 704 835
738 437 160
473 607 906
898 539 636
685 1 249
395 577 311
528 714 806
568 225 902
542 470 94
399 841 315
217 456 770
493 774 487
279 766 869
154 552 867
730 486 958
160 475 239
654 881 870
380 708 600
341 207 53
54 787 248
612 290 677
851 438 931
788 226 582
856 820 455
91 268 646
337 837 4
49 239 102
598 8 906
460 477 310
499 54 717
743 877 106
687 208 647
848 33 217
901 271 963
596 842 23
346 851 542
756 755 341
817 54 334
533 146 376
806 599 541
404 19 909
455 394 449
736 155 252
686 747 656
553 611 690
317 570 566
491 279 631
808 762 969
123 29 410
317 210 445
190 135 416
373 909 16
809 306 839
743 739 40
640 415 789
296 355 860
73 702 474
264 246 680
297 391 420
661 81 144
826 752 902
402 417 476
17 487 898
12 792 693
796 868 618
5 594 32
87 516 77
891 709 74
281 440 241
178 18 197
321 669 298
39 40 642
58 373 266
548 52 428
239 150 7
145 528 706
168 320 80
384 274 939
250 233 71
554 899 881
813 92 401
428 762 527
399 492 656
638 900 698
59 413 351
575 769 332
123 24 949
236 417 15
368 303 692
235 685 586
92 33 475
571 744 878
820 848 469
263 789 479
297 479 781
690 708 154
756 617 634
588 440 46
601 18 930
488 441 72
629 785 512
537 102 136
363 515 355
191 20 510
775 39 705
353 892 333
855 272 572
177 387 539
855 816 640
666 641 268
740 447 596
648 864 647
430 520 205
344 30 975
870 606 5
853 341 236
120 907 429
734 478 433
893 653 830
100 170 587
585 231 303
319 728 294
691 352 575
31 601 848
730 516 377
770 324 560
128 273 621
223 770 839
678 418 19
690 41 95
166 312 982
363 732 929
648 550 104
420 816 467
901 172 943
336 404 544
3 268 237
232 735 166
836 430 207
112 200 257
402 112 495
862 355 800
286 578 134
372 898 619
23 119 965
723 229 969
499 599 506
687 764 741
843 332 320
234 587 162
488 808 991
419 637 226
383 736 200
242 806 655
699 692 471
603 617 737
459 226 207
840 178 173
217 104 361
760 149 133
521 489 742
539 624 509
873 267 459
628 551 451
201 607 310
13 667 526
486 97 996
849 322 594
545 699 113
167 53 619
337 474 973
45 645 258
304 394 990
776 151 725
676 177 194
278 231 312
414 406 897
330 310 782
284 800 701
121 846 108
828 444 129
608 571 462
540 220 878
447 729 676
341 282 646
344 569 386
242 198 236
636 309 306
569 626 177
393 19 743
538 233 33
707 673 671
835 525 481
879 234 929
812 477 998
905 832 194
167 584 120
164 364 122
9 405 758
323 295 979
325 64 683
634 793 906
556 845 165
16 362 818
863 167 651
740 683 843

947 1931
601 582 141
281 893 129
189 243 945
772 45 613
202 362 121
448 397 135
506 187 266
921 312 479
795 817 676
663 471 565
805 450 151
795 297 805
310 711 250
447 205 51
321 508 639
763 316 775
791 893 869
516 246 312
921 664 893
649 389 573
704 806 566
622 256 289
435 627 799
715 320 346
9 916 473
244 291 386
408 606 266
59 348 638
199 604 515
321 758 894
322 147 336
498 795 864
239 140 922
885 587 258
75 717 47
560 262 773
634 220 969
457 664 468
829 906 145
905 311 448
738 24 797
750 249 410
901 243 692
861 829 989
390 499 318
225 67 458
884 599 690
383 188 326
344 707 113
767 764 98
464 50 884
754 927 395
794 370 369
209 680 76
479 852 154
687 629 665
186 904 287
578 921 624
350 364 868
626 284 269
819 150 167
731 867 127
511 534 45
573 931 225
302 551 570
308 25 583
620 52 526
207 803 965
385 8 620
78 789 645
330 454 224
944 493 777
824 199 612
588 333 828
562 920 198
645 946 853
354 607 537
157 506 675
309 498 135
459 425 681
670 330 67
81 541 526
313 245 657
768 312 120
412 884 626
867 109 195
749 86 49
706 400 397
171 572 277
464 553 530
432 282 790
301 73 393
204 391 16
283 21 611
749 487 145
871 933 957
692 923 985
815 45 132
431 557 401
716 405 243
5 805 131
194 905 105
288 308 733
219 6 268
690 251 538
519 80 922
910 546 232
538 49 859
22 632 85
934 690 494
122 826 542
613 354 413
80 797 465
530 607 762
36 720 875
17 649 39
123 399 914
675 833 692
383 713 213
615 789 443
237 198 377
268 855 101
242 78 100
151 215 423
851 228 497
534 675 594
620 250 340
768 54 975
772 529 900
325 561 169
722 458 825
129 611 574
315 37 295
588 880 346
392 798 630
910 339 658
169 819 515
287 689 41
747 353 950
598 320 884
101 761 189
909 213 979
392 12 915
437 44 668
882 300 212
547 191 292
465 408 67
467 126 358
671 289 398
795 897 790
798 234 154
592 811 503
299 428 519
307 39 111
240 885 70
169 432 824
595 584 736
286 787 246
76 790 636
531 764 854
665 9 232
778 903 214
814 442 629
574 483 416
212 115 341
579 96 367
262 679 746
854 351 441
628 869 603
389 733 795
673 831 253
86 598 615
59 393 734
749 685 634
704 287 525
267 868 860
592 215 761
376 834 367
134 700 772
729 322 139
929 872 997
135 844 965
173 330 767
449 831 762
497 306 223
656 918 721
798 942 771
603 689 900
382 442 338
5 796 336
308 468 39
591 618 785
942 932 456
614 18 233
265 905 580
931 720 491
616 518 146
496 329 357
780 257 304
657 739 724
783 9 209
758 622 498
425 513 409
516 900 915
717 390 722
144 290 815
729 864 58
311 260 316
174 510 854
798 536 816
660 513 218
260 640 41
247 392 268
549 197 359
368 476 686
593 568 432
931 454 403
205 873 102
534 898 709
687 880 301
37 593 283
105 295 31
762 741 460
640 428 767
611 96 265
75 852 70
450 678 542
49 446 852
152 253 180
327 624 794
714 363 369
873 931 724
13 645 80
204 936 708
821 190 555
473 925 155
121 36 27
23 546 425
91 710 575
738 54 929
189 493 873
592 871 983
606 708 796
854 85 991
212 462 829
258 510 557
58 49 207
588 805 95
243 3 176
512 17 400
831 555 658
66 834 747
536 919 239
393 120 829
696 468 863
407 129 816
929 181 243
454 136 759
185 124 125
890 186 772
602 94 729
97 290 456
840 943 909
169 452 879
126 170 446
790 376 806
620 104 278
597 17 693
909 96 33
941 516 816
82 760 484
148 132 871
112 348 190
215 178 555
576 461 487
243 798 269
530 103 768
657 522 758
158 150 567
502 72 726
754 776 522
501 435 286
22 273 193
408 376 694
684 639 799
751 37 873
830 261 694
430 934 141
870 34 802
906 489 676
752 630 355
409 103 875
125 375 954
482 350 755
842 750 522
544 710 468
663 325 113
941 446 492
115 200 560
824 239 901
63 57 859
141 100 271
921 911 665
615 482 951
788 446 345
452 840 977
11 217 916
52 43 396
20 541 330
379 936 894
613 577 797
81 142 866
384 895 356
869 666 812
906 463 427
68 943 322
144 59 397
326 152 577
421 821 682
10 540 350
206 309 611
585 280 444
705 149 50
860 223 742
267 363 986
803 802 905
7 627 699
643 635 155
606 62 493
168 919 658
806 189 310
771 547 800
670 517 638
538 295 139
121 587 245
893 481 68
483 411 990
905 180 891
141 812 166
465 429 439
44 22 348
423 837 372
624 758 274
777 81 8
440 439 983
546 118 88
740 305 16
729 779 64
642 877 353
577 382 966
784 30 837
555 780 873
738 471 915
24 14 765
742 123 455
450 336 136
249 58 57
281 26 878
218 415 128
176 686 821
553 887 372
568 842 72
285 796 810
38 495 59
364 516 891
38 588 785
928 945 836
201 111 975
518 488 506
550 437 201
116 30 936
871 13 775
731 426 471
862 138 658
874 788 562
739 228 917
44 606 508
947 618 112
311 65 830
92 304 746
155 22 72
785 49 129
165 77 688
642 897 567
602 705 103
755 617 820
436 25 439
334 488 976
149 237 185
160 759 324
498 185 482
750 512 346
618 567 216
111 728 851
597 266 236
340 776 31
276 334 258
410 605 24
372 807 978
95 545 52
138 482 294
536 498 93
270 307 321
150 61 487
275 392 64
713 396 104
600 68 10
795 536 48
365 658 515
463 738 13
208 540 463
848 653 917
841 665 310
690 418 415
270 824 609
610 335 335
194 577 602
892 772 695
648 742 566
213 753 14
507 541 442
140 851 505
685 69 453
626 825 300
154 510 856
242 283 25
758 58 301
265 52 108
565 897 80
945 414 905
67 21 319
816 76 821
508 234 130
133 722 538
417 742 467
846 771 22
130 911 525
197 194 912
77 34 146
459 754 313
879 7 398
277 132 36
278 560 146
20 352 541
180 491 127
152 924 261
160 555 514
675 88 909
152 727 622
137 625 892
820 371 570
275 307 423
192 787 13
441 870 714
71 825 517
759 921 643
252 65 189
432 733 594
724 844 284
74 301 986
170 599 860
324 646 248
256 352 417
747 527 629
541 647 591
527 163 211
76 803 657
276 895 221
545 816 932
132 315 269
57 416 217
857 744 42
226 576 739
335 894 745
8 346 835
396 177 693
312 763 836
847 36 44
609 404 670
510 322 566
894 193 170
245 943 1
126 454 241
314 654 57
201 312 486
252 319 691
939 893 686
216 52 774
729 817 835
407 45 927
601 42 205
382 499 797
936 577 773
549 398 777
859 420 360
322 634 623
32 16 143
287 2 372
621 574 37
595 448 743
767 384 152
765 484 795
241 588 723
371 792 945
725 581 674
820 150 471
917 497 353
501 105 180
408 455 664
143 97 790
25 927 513
649 179 430
203 1 800
213 700 442
387 365 780
748 587 595
316 239 680
203 20 269
65 320 453
310 614 96
492 445 880
686 14 721
829 240 371
921 399 79
218 608 652
640 243 870
165 215 309
384 821 573
258 543 959
475 427 615
545 269 447
766 609 388
862 886 614
919 605 728
671 449 192
271 760 989
186 884 76
397 225 749
916 657 920
407 492 785
666 297 459
886 562 836
303 100 650
443 621 283
468 872 909
389 387 211
735 775 165
849 73 428
580 744 188
284 875 285
339 586 667
832 770 914
752 631 226
39 86 170
294 70 894
747 412 738
541 834 327
841 746 703
34 195 88
296 911 136
909 284 806
896 206 734
372 80 218
607 121 389
555 577 242
649 207 47
381 886 691
372 5 757
862 916 685
109 257 656
304 431 726
162 325 137
519 129 166
917 374 681
665 491 921
130 482 58
111 858 937
152 350 818
547 7 360
756 351 814
625 725 404
756 817 947
913 467 18
175 778 74
553 856 977
700 389 31
484 232 643
594 571 439
307 323 78
824 126 341
940 693 531
782 740 850
514 387 969
764 510 525
154 436 930
614 562 511
329 848 877
872 69 409
218 17 117
320 525 41
715 785 533
474 721 417
544 9 289
257 259 463
606 892 905
310 298 582
616 733 20
172 213 763
447 623 521
79 310 681
606 25 957
169 921 903
85 306 210
150 432 890
877 654 233
476 166 214
830 261 699
914 51 1000
479 131 994
423 594 989
505 266 433
669 933 601
439 702 969
591 780 193
243 807 581
335 894 735
862 155 763
487 89 570
275 328 665
942 883 390
625 893 286
600 139 312
857 527 456
467 184 384
191 736 731
