19

871 977
91 609 850
436 602 944
292 863 -786
81 63 56
115 614 264
202 750 -290
93 801 -83
263 623 -562
328 781 -775
492 746 -343
132 524 -143
139 207 865
388 468 -844
730 197 -864
157 1 564
377 743 -113
63 485 12
386 251 -91
152 340 389
576 532 -317
652 170 -47
562 381 894
476 563 428
494 677 41
223 348 557
201 649 -749
290 776 317
463 707 970
660 344 -131
846 550 445
529 122 119
210 808 -629
734 863 729
217 381 -628
743 456 -891
123 259 481
617 484 944
247 772 69
702 449 969
73 447 -218
47 653 -712
478 449 -105
692 844 987
597 398 354
554 143 819
408 53 -938
235 806 807
142 487 -966
25 807 -195
325 381 547
496 333 919
280 277 860
547 785 -192
776 732 -836
769 546 134
729 453 548
802 625 294
165 770 914
579 836 -55
467 723 -443
284 699 -369
339 66 594
576 820 -980
238 508 -477
696 353 972
618 386 2
793 553 -845
51 826 914
343 517 -660
153 828 453
30 281 -636
424 575 452
861 858 -510
185 22 702
314 379 339
852 619 -859
124 436 814
845 300 -702
631 815 74
514 737 219
191 433 783
711 861 -991
306 180 278
207 616 282
841 861 269
835 231 -33
58 863 229
755 49 283
355 236 727
32 228 -600
383 719 526
361 284 144
357 363 375
202 661 -31
80 857 762
452 418 -803
148 56 703
746 18 728
19 507 -841
643 74 735
809 549 41
483 671 -89
842 387 514
606 242 423
210 133 169
229 593 323
202 621 558
457 342 326
467 739 -584
138 497 897
580 455 278
320 282 864
800 816 840
860 351 -960
284 317 697
213 746 268
833 279 -862
709 589 791
485 865 564
779 91 935
742 318 -671
158 572 -534
66 711 -419
172 785 565
703 781 916
810 332 -317
806 476 116
8 664 -559
190 226 -803
75 586 -131
686 278 644
732 843 904
372 80 -256
37 783 209
278 675 -168
500 253 787
541 692 -541
786 240 714
580 412 978
249 437 -652
594 238 277
357 366 -334
242 212 950
392 361 259
622 717 -132
429 806 440
422 101 305
647 145 261
234 429 -151
151 575 137
821 666 385
349 44 -375
391 270 263
508 304 -319
630 756 556
866 266 92
405 694 -58
418 249 210
728 601 218
147 199 -347
117 754 -774
344 759 -822
576 787 -883
428 742 -717
304 771 802
832 191 -291
232 646 599
498 782 470
502 503 -261
104 341 -70
795 723 -550
543 328 -794
298 66 -478
850 10 -344
346 205 -430
353 696 -262

908 857
287 317 455
13 23 -208
658 468 -569
184 520 75
768 43 190
595 271 53
252 890 787
496 587 815
152 563 152
282 290 -220
615 540 398
374 646 936
770 576 -425
206 278 -20
469 112 -704
871 3 -240
877 219 849
762 54 -947
766 904 -27
585 29 807
243 46 -906
433 652 962
245 618 -452
705 865 974
622 524 -991
628 518 -800
895 474 255
824 190 -331
653 884 508
275 903 -131
29 493 986
349 590 -804
859 501 -131
26 90 157
64 538 -219
848 899 967
703 286 -51
828 625 656
2 320 41
814 734 -608
162 588 -351
724 735 756
368 599 -213
579 453 43
797 503 -360
520 245 -190
872 743 267
812 578 22
539 403 -160
668 78 -364
751 375 633
427 701 -388
52 814 -577
816 792 685
784 17 -760
792 804 621
869 799 290
589 863 -644
865 130 -562
788 447 434
199 409 158
180 871 -485
447 32 -284
326 46 -122
781 472 357
696 30 679
145 91 -457
328 397 -534
293 178 320
297 76 -20
61 784 -382
866 779 -242
93 844 -925
349 267 -859
23 593 532
519 532 -477
713 190 498
526 900 777
33 627 8
301 698 -408
716 101 -907
96 413 573
612 186 109
875 566 -615
550 793 -541
221 708 -347
194 141 548
287 275 -107
369 321 -614
137 549 618
199 30 468
625 185 227
68 129 -510
873 417 -481
749 227 615
107 699 -772
145 710 -344
312 287 825
363 696 -235
751 843 -41
531 37 -718
723 94 118
147 247 771
392 241 -19
692 286 -85
528 445 -211
325 827 843
15 401 -124
150 104 143
873 132 -292
73 832 505
554 8 922
287 617 673
712 325 -391
536 582 -553
408 604 -715
185 505 -635
905 506 -926
98 78 158
40 771 -931
212 24 550
590 203 -571
364 148 -955
326 107 41
449 858 302
545 460 354
855 633 -69
883 668 526
394 818 -477
696 39 -791
618 169 -933
767 634 -99
137 853 -771
66 647 -217
166 372 -7
908 259 263
67 751 977
382 58 246
109 553 -17
4 33 -926
240 346 178
158 625 -833
80 320 919
12 468 720
635 761 -480
318 489 387
523 449 784
30 507 68
30 624 -747
621 370 474
221 13 -955
386 55 911
279 400 -551
22 586 510
511 584 -237
334 772 963
409 146 653
293 688 635
519 118 922
48 233 311
647 796 -893
303 144 -405
195 412 602
731 490 656
803 780 869
563 126 -664
495 455 -972
14 93 60
516 612 534
180 738 789
696 572 380
30 399 -23
25 399 -825
24 811 560
501 453 -562
484 601 666
8 522 -387
84 821 117
601 709 374
180 723 -548
127 343 98
172 701 582
368 711 170
269 674 -361
358 309 -905
278 433 554
657 355 834
235 492 -201
73 24 16
523 21 -29
805 732 124
759 125 -181
782 862 27
637 642 83
884 508 100
368 813 309
676 698 656
790 418 211
717 193 182
190 686 -484
11 601 511
653 291 -609
486 619 -589
34 827 -36
657 74 751
571 60 847
836 108 -699
585 806 925
651 560 -321
770 383 414
843 550 -238
137 874 -508
799 221 -403
798 775 690
280 104 -557
624 43 793
281 829 -838
180 756 -884
664 520 982
78 538 -481
558 387 959
345 530 93
811 458 809
673 586 119
220 609 873
697 876 253
377 308 -196
229 538 269
394 569 -220
89 396 -212
194 186 -467
659 267 -964
158 396 -559
665 599 -48
2 3 669
669 43 843
228 406 702
3 812 -303
479 156 787
636 847 -121
47 593 -881
264 563 136
343 696 -773
325 29 930
600 335 951
519 674 985
117 646 990
280 842 -744
717 556 -39
205 566 -98
324 49 -607
289 410 729
186 202 645
603 180 -689
263 239 48
882 535 944
744 337 738
739 436 -163
453 707 756
805 14 -542
485 86 -335
682 306 686
190 180 254
182 674 597
280 564 389
787 389 934
308 295 -783
439 238 548
334 506 468
127 291 403
301 635 -736
353 582 -153
708 627 223
158 504 471
585 158 992
773 733 -424
107 349 25
783 38 -972
344 897 -389
838 623 413
434 42 787
22 165 -320
82 155 878
18 639 -17
304 263 760
227 25 442
83 39 967
325 486 -663
117 84 932
188 196 -726
650 496 933
640 345 743
4 78 855
636 189 117
433 402 116
580 102 617
574 879 179
494 368 -617
891 417 492
796 465 223
345 169 816
131 875 553
827 581 927
783 134 -456
729 876 355
594 136 602
357 607 -651
313 840 189
399 207 666
151 174 372
396 107 -114
675 171 411
73 570 -111
516 658 6
709 229 -117
683 430 -345
521 780 -906
501 545 350
293 54 740
52 717 648
87 581 -663
594 560 670
390 215 -115
490 256 282
54 412 -792
166 817 585
619 656 441
863 275 -326
284 335 -527
218 227 -178
712 824 -65
334 362 -940
75 576 268
801 488 800
550 799 544
556 138 -103
489 504 -311
580 345 -326
378 823 317
409 863 -96
48 332 -447
210 544 404
896 563 58
777 559 588
501 511 827
877 75 336
209 93 -189
604 243 -150
283 173 -61
766 655 446
662 518 -740
615 169 102
803 771 -422
878 442 69
300 415 -478
484 105 -91
390 291 584
126 185 -493
571 61 727
208 124 -273
92 712 -562
222 308 -802
450 454 -338
682 814 996
590 460 -829
6 692 -216
517 57 -879
655 852 323
230 320 281
710 553 816
118 328 -360
278 155 -192
342 582 -34
439 283 697
659 857 -173
757 36 -240
774 163 728
481 172 337
320 626 -662
342 797 -96
67 462 -243
596 626 179
544 5 -953
504 328 973
756 174 142
265 150 -184
585 227 309
296 635 379
660 176 476
648 31 451
770 873 66
59 292 -361
334 17 384
626 851 549
772 131 -554
493 196 -851
251 505 691
569 887 889
262 577 711
801 379 -5
832 246 -783
620 443 -155
801 255 -677
704 187 -339
517 147 -799
370 547 350
52 542 -201
676 31 331
246 405 52
734 550 -153
69 376 388
153 512 -622
244 753 600
771 552 537
639 896 642
269 4 865
787 216 881
212 216 236
367 844 99
220 213 722
623 611 420
739 429 515
525 496 -728
763 346 327
218 876 -419
203 293 -943
771 854 703
500 203 -642
837 136 186
245 315 -680
111 363 -453
305 770 -971
98 61 -709
906 270 -487
559 464 -121
672 686 -726
339 836 -542
232 254 560
369 404 283
274 871 788
768 250 971
657 647 243
278 821 947
608 36 527
502 565 -671
468 526 704
676 518 436
18 616 -887
685 896 543
12 119 -974
520 780 838
430 258 756
870 437 -535
844 540 -214
315 292 896
469 184 -880
498 512 450
893 280 672
584 904 -433
676 578 873
524 657 -442
491 458 993
93 795 -946
82 347 -657
379 147 955
183 96 -139
53 877 -231
630 66 977
121 305 362
80 545 625
526 504 55
161 715 -605
475 156 -761
683 663 -217
830 380 -951
788 792 637
611 762 586
279 593 -305
540 301 171
544 494 -857
746 578 -54
74 886 -88
472 121 649
813 879 601
278 128 -517
740 771 278
547 122 989
678 715 -2
117 470 735
810 491 833
664 54 -104
127 625 681
183 97 -675
291 744 -807
45 195 448
385 661 559
93 436 -902
290 668 829
800 359 388
626 890 -222
341 597 254
785 338 -530
322 398 642
48 838 -247
747 880 -395
834 507 -10
670 264 -439
166 635 -747
228 196 -436
48 752 -35
506 60 328
758 366 -597
187 783 -678
120 61 657
746 710 427
297 614 -634
345 83 975
844 868 -632
575 200 961
19 445 -298
88 307 -286
834 679 22
178 847 273
375 283 -643
187 879 -166
629 906 23
321 403 -283
804 651 631
672 326 186
357 530 -328
541 635 -110
803 227 44
294 702 -713
79 141 940
762 708 56
267 544 -812
318 476 -388
538 53 -501
29 795 556
352 639 320
634 122 -385
744 790 576
145 362 530
629 25 -562
835 97 -475
511 121 228
154 242 500
835 9 -932
37 772 491
311 300 -281
475 479 -501
40 406 -698
178 260 657
131 558 75
506 206 917
541 887 -160
620 105 -409
142 196 292
669 686 -113
492 121 322
697 520 723
550 737 -874
231 21 982
108 830 -837
669 404 81
695 261 -633
611 691 -970
137 115 81
92 904 543
528 835 -343
345 61 -123
435 877 -243
472 417 989
276 472 310
555 694 -322
700 905 657
178 141 721
784 848 -707
893 372 75
677 123 739
827 294 469
772 362 875
158 883 -567
92 467 262
556 331 -758
157 11 -116
12 23 -308
407 685 735
479 239 781
135 416 638
539 901 -46
785 137 278
435 877 -546
598 81 -586
838 638 -868
37 330 -719
95 317 -11
293 838 -779
58 489 -68
653 550 -973
517 223 5
209 743 357
331 101 417
784 151 -960
480 360 -884
59 879 -959
799 294 -480
322 400 -140
25 700 976
3 437 544
60 524 -515
493 385 -38
119 497 -552
112 791 -282
716 494 -894
58 550 932
886 730 518
444 360 -676
389 81 -288
738 677 -469
45 557 -873
743 769 212
227 580 0
787 82 -231
582 820 367
655 835 -62
105 359 -474
300 807 -992
386 740 -40
27 46 189
757 870 420
829 815 976
139 512 150
762 599 505
509 769 -373
315 719 582
138 545 -371
198 366 -738
847 220 -861
79 4 800
510 81 -700
783 760 -583
867 675 258
374 104 171
756 869 952
727 454 -724
866 887 742
762 493 638
820 715 -468
285 338 -948
209 47 -876
857 455 605
54 383 385
703 847 53
534 573 663
242 480 -404
415 612 719
553 705 -868
501 683 815
218 529 909
125 596 -6
100 264 501
56 784 -173
521 22 -519
529 544 -160
470 462 292
759 522 -758
655 402 -761
337 556 -948
747 316 -913
216 899 -300
258 206 612
163 616 40
138 89 71
691 698 -253
17 382 837
162 342 -753
69 63 756
279 836 67
259 31 88
636 277 -37
411 734 77
525 855 -527
246 795 968
723 273 -661
106 272 -916
347 759 983
567 867 396
539 880 279
234 186 331
907 893 424
213 597 595
376 369 -662
785 91 658
450 643 704
122 333 -943
81 660 913
541 761 707
579 349 -381
174 521 -338
798 709 484
882 745 -833
570 584 -678
572 845 558
805 884 803
292 708 -553
501 308 884
631 697 -648
521 541 468
39 416 98
812 36 -972
325 614 801
908 469 -813
516 818 552
27 135 -74
453 21 -88
863 840 796
62 490 832
363 11 -44
757 765 -784
840 372 -478
677 901 -102
854 519 942
482 462 -122
268 506 -463
437 647 -621
640 66 659
489 514 481
661 685 482
698 477 894
889 215 -148
68 877 381
348 403 244
393 208 451
823 587 -40
465 422 279
823 773 -130
732 232 -131
120 684 839
631 329 706
6 5 -956
76 187 -425
720 599 -762
191 880 443
553 202 124
746 439 654
294 828 -64
34 503 -110
842 624 -483
864 889 767
260 569 -758
488 201 5
302 865 -183
501 617 -900
654 598 -247
696 882 -384
832 874 -339
729 854 495
600 244 -927
870 310 322
344 228 404
892 526 -828
827 711 -258
789 577 -950
341 114 146
863 888 658
803 44 330
135 699 845
316 389 -957
781 628 -274
599 462 -199
221 3 249
202 50 -470
279 7 -759
477 860 956
17 43 284
473 66 458
757 549 295
3 186 645
146 1 277
632 355 -862
658 748 595
692 284 -498
711 567 953
471 522 -756
608 104 613
864 170 400
595 566 905
730 422 -791
210 531 136
123 457 717
521 249 -985
826 720 998
338 836 772
647 821 620
63 428 449
713 487 -801
808 844 794
406 206 -750
429 107 812
272 63 -693
549 620 474
88 407 -392
690 553 -678
711 41 417
98 378 760
719 496 772
392 825 900
286 395 -229
530 223 360
262 265 -691
165 493 848
479 663 -127
152 130 246
708 848 -723
641 263 202
421 600 -131
428 175 -908
383 44 -852
441 14 -789
837 374 734
70 566 232
14 19 842
498 119 537
115 763 -140
721 806 -104
799 864 367
471 883 559
844 846 102
238 894 471
321 170 481
244 630 325
78 366 64
26 801 735
119 92 672
452 643 840
669 735 -774
295 670 -530
500 4 302
334 384 -130
387 283 -211
22 298 -220
213 363 907
408 654 954
248 9 358
639 851 384
483 872 33
376 218 -269
341 692 -845
577 719 23
503 303 -186
450 296 -912
767 357 245
494 100 -870
762 775 -554
22 38 262
813 179 815

908 924
863 430 243
200 854 389
248 531 773
469 194 522
831 59 561
644 591 841
505 364 516
39 684 -65
689 21 16
373 574 -13
522 602 -468
401 698 -129
630 69 -327
730 842 -295
123 211 825
269 168 -557
256 537 -916
29 696 -145
848 799 -420
513 519 868
201 678 639
859 539 389
880 817 -349
714 625 -412
157 380 -244
695 710 514
874 668 187
102 419 -232
164 544 348
828 544 503
707 47 -780
179 703 -809
219 846 -160
469 713 -76
107 145 854
863 395 789
400 13 -33
347 309 315
539 279 -498
701 277 1
327 630 87
648 97 -457
346 691 -511
642 839 -924
293 892 -240
770 580 -607
28 522 -534
112 608 869
850 118 -946
593 499 -88
374 354 902
68 672 -889
314 89 316
493 529 -799
214 415 -905
736 369 -953
638 166 -859
407 262 -665
173 793 -671
864 139 -126
369 690 407
418 498 -75
356 226 457
410 142 -2
179 903 591
356 900 -850
841 500 -604
379 182 473
790 844 934
34 383 586
644 106 627
1 261 136
780 374 -576
535 5 397
743 358 949
638 253 -408
888 322 -957
868 358 520
615 112 -37
568 720 -806
461 792 362
745 97 -341
122 186 778
446 615 508
318 432 -937
597 165 -279
545 501 -264
484 398 -480
706 204 -767
397 213 373
515 588 -636
482 856 -806
294 437 97
811 559 759
741 239 46
587 354 378
505 143 -668
715 861 32
712 155 624
591 30 -636
415 71 185
881 306 -201
555 778 100
846 570 378
738 161 -996
310 642 -602
551 362 824
589 242 -97
370 788 -952
423 45 -553
232 547 404
196 636 -2
874 770 -957
378 3 851
90 93 847
803 849 -132
17 562 -238
894 700 -810
891 110 465
259 800 -52
772 44 463
139 60 541
890 189 727
316 555 -668
530 571 -413
847 641 989
286 475 445
571 136 -518
190 814 -726
646 607 12
469 905 -334
284 409 -285
286 2 -4
536 348 -710
802 554 689
44 446 46
81 39 902
331 73 -677
411 746 -37
225 419 663
728 867 117
812 743 -348
401 14 485
533 489 -699
235 82 540
216 445 564
562 127 2
531 87 309
605 568 -566
247 479 269
824 32 -350
518 593 999
760 418 -837
709 303 -16
780 290 -94
796 896 -395
207 253 735
779 320 -245
218 836 69
15 174 113
851 494 903
262 87 -837
36 22 579
23 733 758
626 214 -329
603 702 167
436 429 896
864 35 -38
786 536 808
517 121 -202
97 64 -701
165 160 394
839 51 638
373 808 911
151 57 114
841 621 960
789 591 -717
82 276 -647
520 475 557
15 3 -31
552 732 775
433 566 605
407 520 -788
424 821 197
722 282 -235
302 737 -457
481 417 187
574 162 -739
727 574 229
545 743 -713
737 726 -970
430 738 -144
296 135 -280
257 474 41
762 836 433
486 331 535
276 538 899
318 555 -499
469 854 -630
429 409 -580
228 372 -183
827 279 -607
886 28 -868
47 792 668
400 900 565
749 287 666
126 353 -786
136 29 725
75 101 -303
198 29 414
119 81 -314
681 762 -60
574 183 303
684 438 -744
908 704 -813
792 414 550
314 537 -877
661 309 696
269 615 312
156 361 202
616 506 -683
517 794 -59
349 650 -324
445 545 -638
208 574 -200
592 624 261
677 123 849
864 417 -106
230 119 548
903 857 -312
205 192 -966
786 630 892
766 8 -784
378 244 -741
600 702 -4
704 774 -816
407 800 504
754 482 80
720 145 -726
418 558 -634
491 854 -727
11 48 -202
525 221 -140
791 851 -282
124 456 -715
215 508 957
616 642 -445
381 648 934
133 781 -370
458 537 381
835 306 360
30 900 851
203 362 -807
136 113 962
710 2 903
98 789 797
516 540 -113
509 33 690
86 543 674
729 613 -499
450 723 -872
189 790 643
613 865 98
249 349 161
152 826 -150
271 825 -403
361 766 863
20 58 123
585 23 661
454 509 -243
726 487 -885
255 882 -328
253 899 -2
673 59 -509
507 332 -834
688 278 -160
489 678 400
705 526 406
351 810 649
767 675 912
270 114 6
363 89 85
314 890 826
313 793 -31
417 243 657
494 664 -796
544 632 469
264 274 369
644 295 172
798 431 389
212 535 520
666 554 634
783 575 -655
734 810 833
362 781 791
91 304 -995
401 795 45
729 650 872
716 389 310
587 55 -472
769 501 -95
673 780 149
117 255 257
123 614 385
843 565 543
744 359 -492
41 133 748
619 818 826
426 694 -8
845 470 -426
451 642 318
678 349 901
388 454 121
501 324 52
610 841 734
496 633 61
700 897 -510
