892 2558
18 358 31
369 552 905
706 587 864
448 668 289
140 650 48
527 771 906
570 49 770
333 190 304
270 754 59
235 892 734
89 540 175
522 437 262
751 64 705
143 488 398
29 775 519
796 524 209
319 345 462
706 892 429
423 97 218
292 345 227
653 444 68
137 107 586
309 356 662
243 615 8
227 388 1
431 153 282
460 296 681
642 388 289
667 140 383
11 651 166
32 654 135
263 646 288
308 306 53
377 560 493
881 55 613
804 807 535
52 292 414
239 288 604
344 208 288
573 789 415
373 234 972
677 331 651
335 586 304
387 297 51
852 108 650
171 206 662
629 53 973
545 216 879
638 836 23
111 634 228
291 414 379
203 158 997
271 585 195
847 295 844
638 394 47
58 800 655
324 218 994
111 171 235
561 247 320
388 374 674
616 410 312
725 227 625
445 389 192
393 613 155
165 627 524
371 45 726
261 415 279
878 30 87
787 39 287
264 860 99
253 211 827
838 425 206
180 754 653
417 632 353
11 855 587
491 149 667
90 48 183
503 841 221
3 210 930
116 864 779
457 608 356
11 189 903
623 453 484
59 434 474
814 266 176
12 678 312
41 456 245
738 543 123
694 472 61
575 566 760
423 673 138
131 13 915
425 164 30
113 183 153
255 10 855
653 222 421
350 291 451
352 864 326
802 870 180
739 732 472
403 306 688
211 839 105
84 553 662
839 358 434
793 702 135
464 772 397
308 823 662
541 690 679
480 304 146
824 387 410
449 269 625
317 836 781
256 739 294
260 199 355
558 325 526
362 885 765
111 449 917
523 574 529
315 67 519
114 147 208
787 263 828
654 496 740
279 296 405
673 540 649
198 104 295
542 160 501
617 889 274
237 480 191
628 121 389
95 467 146
796 413 97
506 349 894
178 57 415
796 80 180
452 213 473
451 192 407
121 750 584
55 49 897
336 288 518
281 574 75
49 51 557
443 58 659
830 166 230
719 319 205
454 862 673
501 581 536
96 866 985
706 315 695
692 43 917
577 690 849
763 801 199
740 344 718
601 46 284
813 282 276
701 43 790
618 526 166
718 841 323
499 698 863
399 797 822
230 17 204
169 718 72
393 385 104
198 644 986
222 892 267
54 349 182
794 513 849
420 360 392
599 392 700
229 855 240
526 239 465
839 653 758
448 1 783
623 293 261
429 128 527
853 416 825
759 633 321
420 685 879
228 107 799
633 197 828
745 189 490
783 174 38
449 333 468
5 525 870
813 101 624
170 770 70
412 392 386
418 645 293
11 614 938
746 829 109
554 143 423
767 560 242
755 803 549
650 803 739
481 813 489
821 412 6
31 719 504
672 875 735
838 620 151
333 320 391
26 614 463
493 2 870
712 843 81
315 72 72
129 450 588
569 115 582
50 706 853
402 367 524
410 495 859
425 91 205
145 206 347
580 566 53
795 411 467
30 126 539
198 613 704
416 129 44
32 323 838
649 544 433
370 608 565
213 886 559
856 300 755
508 575 566
884 455 631
54 622 209
484 121 844
467 84 657
4 36 141
651 879 773
726 4 554
753 326 482
289 860 739
279 594 829
665 229 485
530 358 384
484 557 925
500 393 112
426 196 712
618 112 120
186 653 200
353 10 496
174 680 23
806 335 848
601 778 996
348 150 487
90 331 324
484 866 878
238 700 153
434 632 44
173 558 639
149 640 864
285 406 261
849 469 407
310 145 524
233 147 759
607 779 249
285 456 751
64 197 812
848 633 686
406 237 448
528 23 172
408 125 386
515 537 246
170 468 873
434 858 871
96 251 871
162 553 20
99 717 684
561 100 626
697 683 4
479 462 728
761 663 825
119 123 101
141 616 492
320 53 973
21 446 752
486 561 405
478 539 488
445 387 119
369 84 797
480 593 217
122 626 683
823 378 904
603 98 735
510 377 24
152 195 642
109 674 267
207 818 792
486 808 94
729 93 608
669 679 254
651 143 37
885 337 850
174 318 696
703 346 625
208 343 768
722 90 166
2 77 232
836 832 126
765 26 557
103 211 605
27 421 190
431 482 874
315 675 993
530 300 380
247 684 452
624 24 612
787 339 638
180 769 846
200 508 653
505 752 400
365 747 836
171 661 744
318 636 645
365 686 943
71 709 698
171 260 615
533 669 889
518 147 546
214 1 215
270 747 888
573 172 517
317 391 739
655 76 747
677 593 212
719 222 549
197 176 751
857 462 372
611 41 984
712 796 946
803 841 96
792 486 784
183 543 626
49 491 981
473 40 642
6 488 284
208 295 325
589 834 654
491 816 712
230 494 292
427 580 246
375 97 838
662 549 792
289 538 654
275 790 940
201 437 756
258 87 181
308 169 537
757 188 499
851 484 481
486 89 998
859 460 473
882 277 187
119 746 92
795 104 904
541 266 347
621 667 10
246 827 336
583 811 490
499 238 666
287 547 55
11 80 625
681 834 311
677 400 280
236 627 692
86 437 133
484 488 244
649 135 381
216 290 384
646 38 436
476 222 584
499 891 591
453 381 812
649 756 826
50 788 378
337 267 444
295 159 849
631 790 367
395 371 534
64 725 440
731 497 663
866 700 98
539 205 609
776 514 544
67 552 807
839 765 516
521 732 78
321 709 570
165 235 455
809 55 176
495 494 43
477 693 257
122 548 366
551 643 736
615 634 50
341 761 406
236 888 175
15 887 335
751 105 463
850 572 840
9 330 100
667 116 245
704 128 513
773 351 612
861 145 790
608 719 491
614 585 283
203 771 540
63 808 566
813 85 898
594 734 207
446 36 195
164 242 776
653 689 856
37 251 473
409 860 980
856 172 740
325 293 140
759 702 121
313 693 695
469 527 288
111 876 324
574 460 437
67 318 274
328 764 344
179 707 92
560 694 25
237 460 825
443 73 376
751 667 638
520 63 70
782 258 32
526 165 998
504 327 835
99 765 33
638 791 220
593 518 321
262 272 528
718 817 661
809 298 635
865 874 506
840 382 390
678 163 655
763 252 474
2 237 804
110 613 50
86 181 444
662 600 129
262 19 573
827 852 95
475 115 913
330 835 834
549 644 361
29 21 590
791 72 705
608 332 976
499 627 218
486 766 90
318 500 5
410 17 131
879 212 993
672 604 297
47 256 149
52 125 757
63 18 907
123 354 13
886 565 267
593 682 298
211 253 426
419 451 579
475 803 517
139 277 316
208 516 872
147 120 914
731 653 774
207 555 252
346 219 778
552 138 700
91 158 106
413 37 31
742 804 370
13 342 732
149 337 62
651 675 480
611 323 789
246 395 538
438 398 533
570 601 311
121 466 432
730 823 542
207 616 195
576 479 880
401 309 272
771 697 594
617 339 485
191 809 522
770 470 767
771 211 630
169 435 149
781 215 300
493 293 64
32 224 384
766 617 612
366 111 313
323 270 317
128 614 419
472 630 212
802 279 464
454 321 250
250 494 993
651 764 733
714 609 454
312 715 351
548 684 741
264 547 958
596 664 242
20 426 853
601 8 506
546 60 662
634 339 718
473 463 602
283 614 710
417 708 362
591 42 405
884 775 939
693 216 784
286 66 857
106 327 99
680 12 273
551 334 595
171 248 634
255 328 308
4 41 835
346 666 461
214 16 258
784 156 276
802 352 392
388 287 598
388 687 322
484 742 87
839 331 247
469 350 460
520 84 220
851 74 743
398 659 107
381 571 975
21 201 661
739 657 377
335 817 551
518 788 308
824 171 785
313 63 764
38 205 771
114 484 149
170 230 478
789 378 810
513 874 571
583 397 60
83 745 557
84 685 295
734 210 761
449 367 414
390 840 890
596 359 507
547 486 102
179 397 565
130 579 246
149 688 231
207 674 249
228 374 178
222 433 651
185 265 158
437 65 145
610 140 70
52 879 596
606 96 228
822 805 564
417 761 696
865 818 964
657 278 95
347 558 969
273 91 450
382 70 628
880 622 475
201 580 800
666 854 619
70 883 730
210 799 544
541 731 466
545 65 116
228 385 320
26 756 829
725 66 997
536 678 351
689 380 910
361 314 23
322 641 867
856 841 108
505 3 237
838 323 792
58 172 990
209 223 333
295 45 522
126 517 613
310 560 275
360 29 973
715 34 27
678 94 200
101 840 700
587 390 100
402 658 295
27 735 676
435 131 539
134 42 464
247 21 890
579 621 992
879 283 547
574 412 293
646 675 725
175 494 548
725 414 669
416 509 365
371 551 831
731 12 629
345 341 106
451 429 717
621 228 829
147 362 760
600 373 227
567 255 557
496 315 986
434 672 114
248 878 729
16 102 310
163 375 7
105 483 264
349 305 625
430 807 681
823 660 941
284 851 233
187 47 889
504 403 993
263 486 368
518 445 621
173 247 261
371 168 438
58 127 333
794 436 718
173 702 411
315 342 513
244 363 477
859 230 182
334 470 252
643 205 91
687 474 138
631 667 88
558 334 658
371 374 712
586 518 186
849 676 978
852 143 9
429 694 761
365 551 543
238 865 793
617 284 270
344 350 275
419 166 476
91 227 817
169 506 17
384 11 495
472 5 382
838 811 431
190 528 204
95 875 409
835 502 15
731 195 359
704 399 935
125 306 858
121 236 866
337 403 422
810 503 689
463 516 128
535 284 982
884 488 576
462 746 574
201 454 659
434 300 701
670 54 576
868 618 76
284 867 554
855 581 423
891 338 380
219 486 261
267 669 161
138 25 41
306 129 146
89 362 882
787 96 155
552 254 1000
246 576 314
862 573 932
7 571 893
421 611 688
395 785 71
221 381 218
559 60 474
593 873 975
31 52 392
798 639 773
868 645 848
750 251 527
580 632 605
97 114 64
493 598 764
20 545 78
859 114 836
761 606 500
430 617 689
429 14 189
850 182 176
579 91 501
224 376 549
129 209 967
43 749 437
444 437 581
523 400 828
516 815 131
478 565 598
130 453 941
485 719 713
652 621 83
576 378 875
211 286 790
154 798 383
11 786 622
205 155 956
453 113 162
401 677 552
44 279 358
357 291 272
290 814 14
630 387 318
504 190 89
787 266 925
559 353 774
475 250 824
838 38 189
83 649 199
275 527 774
839 723 202
342 688 236
235 34 594
240 62 371
374 816 349
458 451 285
877 690 563
389 774 149
856 372 480
632 387 244
437 198 290
404 589 696
512 593 159
28 835 944
476 632 870
429 598 100
686 806 498
278 10 768
582 385 940
217 343 535
414 249 483
480 662 860
615 845 567
149 833 867
16 194 890
636 191 476
239 186 674
832 657 427
333 828 602
467 745 855
444 46 202
181 782 81
453 609 658
102 354 713
669 808 375
723 772 364
473 757 618
850 344 264
300 686 586
622 24 887
270 836 620
529 803 669
760 779 146
784 576 664
71 600 930
797 624 885
887 243 735
179 517 765
680 684 879
101 283 904
303 71 87
289 40 426
533 859 479
294 239 623
698 623 506
580 157 545
412 754 742
390 584 46
333 478 741
812 23 310
422 306 282
707 536 739
25 207 789
839 436 812
878 767 205
335 75 214
739 111 715
669 559 18
590 97 802
265 851 785
351 731 584
143 646 450
699 153 348
89 766 887
883 575 379
843 504 761
832 528 519
742 113 596
532 743 334
513 124 396
312 422 371
178 613 158
86 139 137
750 800 997
358 377 424
595 517 76
340 643 224
230 518 951
682 313 399
696 725 874
390 647 35
10 383 446
55 348 573
550 100 257
754 794 785
752 317 644
313 232 100
434 360 723
551 880 654
831 731 820
229 454 576
687 716 822
182 620 478
317 559 83
518 198 147
811 30 834
848 486 319
579 707 230
50 419 896
230 352 837
136 187 19
431 747 199
497 488 644
752 346 25
104 664 26
745 36 258
641 614 975
232 873 707
648 814 331
520 721 461
840 387 912
855 549 585
795 716 162
865 672 940
359 121 232
626 634 249
608 88 575
24 672 590
362 60 891
287 869 303
62 592 662
423 40 913
338 29 638
741 704 46
226 371 474
826 152 246
837 122 53
375 112 912
385 820 193
316 795 722
365 834 839
463 807 915
774 373 743
72 60 540
645 434 934
68 216 772
876 283 864
230 826 404
192 562 460
531 681 710
882 565 661
759 44 805
529 819 749
825 684 815
733 413 645
759 52 787
26 329 900
801 180 846
684 730 930
135 278 795
37 739 331
431 595 251
255 759 206
392 625 396
220 811 549
409 348 311
346 866 291
623 677 352
258 486 735
223 405 738
595 468 233
363 374 67
20 344 49
528 460 739
118 446 628
799 759 795
34 84 8
123 235 343
10 867 591
806 581 638
441 367 846
336 743 429
796 554 526
738 386 817
587 783 587
439 425 626
750 851 175
240 693 65
533 399 515
359 89 120
122 531 168
609 110 120
486 440 210
65 864 331
36 811 763
797 372 490
39 732 532
597 366 182
818 300 68
673 201 493
410 106 593
34 382 592
161 750 225
675 437 567
168 611 770
77 808 638
838 509 560
449 773 68
352 422 653
397 557 450
628 189 14
169 471 577
310 3 146
406 727 329
404 456 400
119 729 23
653 187 732
727 599 533
401 536 785
802 637 403
441 800 506
726 284 826
185 181 97
148 557 131
359 81 881
387 359 289
402 391 468
18 540 226
392 766 924
331 151 549
335 258 898
566 218 440
60 484 319
125 582 423
798 257 340
17 38 37
818 862 303
122 754 820
40 236 415
255 355 217
373 421 960
600 317 970
186 122 635
60 460 849
250 187 505
821 625 700
598 813 135
34 262 383
839 600 281
389 648 796
830 821 103
683 255 27
55 131 732
105 577 408
231 876 478
650 347 344
378 648 111
166 751 781
660 786 388
233 398 305
246 356 964
218 40 821
774 561 204
564 263 549
752 128 532
573 96 977
103 613 314
26 610 618
240 811 330
232 600 773
395 284 32
765 192 508
542 90 144
341 392 626
881 444 725
57 220 959
647 711 218
385 175 291
101 331 848
352 722 544
796 285 375
512 563 559
604 368 407
190 770 65
196 672 251
163 193 756
472 579 240
276 743 405
270 717 523
70 322 214
666 166 551
417 623 694
785 266 571
330 771 51
252 416 71
254 346 426
403 240 140
358 822 610
642 471 665
546 536 392
212 790 965
880 831 324
440 409 415
600 113 357
133 693 122
40 791 373
842 699 237
885 848 80
406 446 308
269 25 845
383 490 363
469 89 724
194 589 834
736 281 199
555 475 143
321 177 403
541 816 703
605 580 754
255 301 764
764 504 10
769 197 29
402 278 263
269 639 8
610 525 935
567 182 198
739 748 239
683 184 56
579 854 896
363 434 407
270 556 864
811 602 622
247 524 26
196 337 955
721 235 377
144 516 224
555 156 407
1 265 71
167 566 87
790 270 727
206 789 797
179 600 865
35 576 357
710 311 470
727 572 143
144 671 651
129 162 492
451 499 947
32 8 214
15 547 210
814 574 391
889 729 275
103 787 353
563 848 947
236 218 500
303 224 12
450 473 169
51 439 803
366 845 918
4 296 319
495 614 247
591 696 949
865 456 930
420 25 539
551 39 919
274 254 528
438 317 214
581 498 980
134 59 71
488 139 452
12 769 105
162 519 441
722 383 511
291 268 564
382 587 764
745 633 140
41 28 219
804 313 347
83 478 870
798 315 814
707 534 877
740 2 951
879 631 872
150 782 978
161 502 867
469 736 286
746 717 702
89 297 896
703 540 1000
463 201 156
871 225 661
56 666 664
683 105 530
444 371 302
137 469 201
795 797 496
666 485 194
441 256 153
202 281 903
640 87 610
875 9 288
247 873 664
196 686 686
724 581 115
719 56 54
582 520 688
453 266 314
460 15 459
253 616 758
558 448 358
395 732 661
327 319 581
707 90 822
31 762 664
551 605 240
594 548 356
21 873 409
128 485 640
753 145 554
340 550 187
625 599 175
195 58 817
523 180 798
352 833 872
478 733 800
294 828 448
611 430 344
347 100 660
271 575 182
195 557 962
640 503 153
222 231 824
377 77 475
744 467 825
748 168 988
186 122 61
466 805 81
123 143 359
357 866 106
581 355 428
82 282 78
320 444 631
855 364 795
585 632 104
205 639 305
504 873 251
745 253 565
455 338 723
865 419 485
182 496 213
773 425 211
826 83 619
369 467 204
740 422 987
13 264 919
185 582 596
142 125 942
343 647 246
98 510 61
262 333 952
345 749 662
485 45 165
322 373 176
134 694 420
197 111 586
774 172 684
890 399 207
262 550 958
193 18 942
789 42 895
640 400 534
769 301 221
102 210 852
877 369 203
424 596 414
51 158 455
167 400 182
887 35 988
764 590 229
412 811 465
310 139 293
49 339 703
234 472 386
875 649 9
528 199 586
628 287 829
774 599 207
543 512 912
106 309 130
259 363 998
39 469 649
602 38 615
455 418 950
553 238 103
439 636 176
847 144 954
840 349 112
487 284 883
549 466 476
864 464 595
605 856 331
119 274 412
216 215 934
634 352 763
54 689 14
404 386 685
496 316 904
823 422 956
117 823 587
88 438 686
94 866 111
413 593 540
604 140 327
525 161 50
367 448 930
308 782 386
35 560 418
476 204 646
634 654 707
396 810 982
661 594 316
677 442 826
526 332 374
549 602 486
528 747 650
805 814 831
260 238 410
384 809 91
507 634 187
365 420 201
364 394 84
375 219 557
888 566 577
261 647 593
84 230 532
90 413 907
299 880 286
437 447 506
858 235 584
643 780 521
807 867 970
340 496 687
824 348 792
98 288 624
641 854 172
211 442 829
695 367 642
821 509 596
800 219 146
81 595 731
533 875 920
311 148 364
412 282 495
865 105 112
347 227 694
704 273 53
513 68 917
344 639 464
804 801 442
320 823 290
881 520 906
41 39 245
811 404 342
378 633 112
300 546 890
606 510 314
735 798 418
76 662 388
325 870 894
512 323 800
410 138 243
332 192 310
327 289 514
817 650 211
473 625 494
396 291 652
618 308 413
464 798 358
363 326 789
870 16 395
400 480 27
306 866 201
594 520 68
50 389 805
204 151 828
102 801 637
94 734 473
24 344 349
799 373 487
740 626 682
862 374 225
659 718 69
771 203 405
194 792 623
779 38 399
397 808 416
458 530 558
260 305 630
251 70 167
309 559 368
179 777 705
690 522 883
748 506 398
274 704 196
400 675 522
448 131 155
33 526 553
501 416 524
25 710 476
23 732 260
788 472 185
738 663 255
303 835 809
428 331 396
728 778 184
709 102 839
474 196 708
33 255 623
113 512 361
600 172 714
725 492 407
400 154 42
186 36 593
631 775 627
424 214 353
78 138 191
466 42 494
425 191 127
615 332 978
816 625 529
518 658 439
364 582 446
314 123 546
854 584 538
351 288 38
245 585 612
609 5 839
434 56 868
629 436 266
110 315 62
325 667 246
38 852 473
321 159 835
515 213 522
708 603 640
88 295 474
337 317 943
569 814 45
760 673 783
412 451 584
156 717 752
619 668 752
598 68 998
532 289 870
51 487 929
270 65 993
871 849 346
688 380 888
735 690 784
721 153 811
276 2 573
663 195 198
337 717 914
297 363 137
446 239 393
554 683 206
790 422 901
69 284 156
633 369 468
642 419 990
637 306 117
297 144 546
65 399 998
246 347 201
629 242 405
603 741 589
551 298 299
58 297 350
390 601 764
589 84 48
103 475 852
190 504 854
87 779 936
194 102 233
318 310 383
190 783 452
9 93 802
90 804 615
227 294 203
545 720 750
362 679 434
421 231 890
577 55 408
79 389 823
767 558 773
211 638 695
370 846 111
263 20 589
768 162 639
782 84 941
456 387 207
581 677 805
831 553 153
463 815 99
510 631 340
26 391 839
228 604 249
796 92 716
586 463 553
354 569 94
807 609 781
409 481 812
362 711 194
583 235 571
540 747 373
314 328 334
260 759 255
859 103 921
711 813 474
164 316 619
792 61 383
527 704 210
571 795 412
321 598 565
831 594 262
800 387 459
416 31 176
889 369 204
364 43 251
737 562 840
490 498 61
732 590 407
576 75 687
377 516 785
269 393 763
207 597 435
56 475 432
597 570 520
854 702 617
179 834 819
422 548 240
831 868 427
857 663 317
102 445 437
512 468 198
459 219 170
432 526 5
728 142 792
215 97 583
701 334 961
282 152 53
305 373 539
431 509 403
547 510 889
61 274 800
706 635 949
85 742 634
805 546 548
618 372 973
623 410 644
123 251 871
726 469 506
474 547 927
58 878 14
104 645 116
435 491 711
401 155 44
252 720 323
323 72 890
364 380 111
551 19 888
578 441 940
629 749 612
373 769 318
474 278 317
186 278 271
281 423 130
142 415 420
499 240 479
158 228 577
272 803 561
21 36 88
113 492 712
865 327 889
6 363 140
149 437 322
285 95 709
45 461 900
672 548 199
856 582 830
691 755 387
750 415 537
396 16 344
309 689 904
568 637 542
708 458 461
419 620 521
323 335 71
308 387 943
666 690 815
427 552 899
650 803 821
65 805 907
769 414 374
480 726 867
367 536 9
32 843 404
337 769 610
637 503 503
555 289 352
233 229 816
599 466 493
151 242 95
309 655 627
643 322 326
272 247 994
487 472 754
577 265 804
417 830 102
756 742 33
45 584 490
272 52 205
155 462 699
530 235 896
25 220 380
887 778 790
419 876 226
643 699 124
795 599 478
851 724 430
829 560 844
234 325 731
531 251 634
31 285 627
782 881 176
861 364 403
722 495 445
300 555 276
109 792 230
661 390 174
757 460 918
885 111 798
494 439 928
475 708 715
647 286 124
670 285 966
508 467 211
73 97 917
306 874 296
880 404 769
293 88 726
524 87 906
252 154 1
822 267 514
640 629 589
8 651 172
60 588 40
75 826 652
669 36 406
246 501 771
694 633 272
301 693 528
574 650 455
20 570 28
651 242 923
559 466 173
228 70 103
242 686 523
187 225 834
827 809 652
630 297 35
630 836 880
224 398 145
524 787 944
306 354 429
356 92 131
66 225 156
255 296 572
73 848 693
94 438 13
40 368 579
185 854 123
833 284 610
390 289 170
623 643 507
809 217 632
549 531 110
563 702 474
577 315 212
146 44 3
239 813 743
826 878 571
742 786 845
398 355 289
346 587 444
21 789 310
303 457 113
727 623 521
281 194 873
312 454 241
334 266 320
122 265 650
390 763 113
419 751 678
517 431 459
548 742 37
511 441 295
90 358 453
51 387 257
524 652 714
327 641 264
27 524 377
262 796 629
623 84 993
715 722 34
667 445 37
524 181 101
332 607 774
405 131 81
873 335 852
469 483 330
638 672 763
470 720 974
836 590 114
20 41 282
120 744 668
551 156 174
627 196 459
283 667 219
807 842 151
293 102 164
668 595 199
568 215 529
104 860 405
691 446 869
241 869 114
743 21 77
449 690 512
695 194 638
479 766 973
449 378 710
236 702 158
580 665 193
553 487 881
99 848 439
605 170 97
609 638 949
559 178 69
422 66 764
692 125 424
742 374 633
878 506 82
562 626 632
54 844 36
862 395 32
103 737 240
782 614 691
529 244 304
624 610 492
416 758 344
751 538 798
351 464 531
40 18 303
169 526 47
668 268 702
618 448 570
503 783 103
478 373 383
452 660 865
627 365 303
355 422 58
722 804 451
354 875 412
844 577 920
444 502 491
22 192 640
184 861 587
731 583 753
553 273 290
371 487 408
700 460 235
841 519 547
234 755 387
721 519 101
400 22 988
248 752 286
169 376 750
669 570 180
112 281 869
179 214 42
656 184 542
765 553 270
211 672 802
12 71 163
687 632 511
223 639 728
366 402 354
395 247 54
259 141 306
398 371 263
767 362 315
790 671 680
460 125 970
495 122 863
190 48 828
147 757 311
144 455 987
611 185 519
629 483 340
95 554 653
716 442 324
512 670 109
489 49 181
431 357 701
356 651 366
358 572 258
719 638 655
682 377 486
304 725 147
780 733 781
821 648 647
628 60 662
188 159 714
409 281 484
597 131 8
667 214 476
54 651 628
230 437 127
513 21 418
116 641 146
424 159 579
457 664 366
369 838 455
266 67 15
507 331 928
109 838 642
53 331 917
366 221 70
224 294 766
830 643 369
777 546 752
484 861 828
533 708 800
472 397 73
133 624 305
779 255 96
744 159 55
30 760 63
324 764 308
830 370 884
553 353 968
817 442 839
778 460 312
775 579 103
859 775 764
77 440 846
257 886 96
787 641 565
814 750 132
325 223 770
236 767 467
769 380 972
418 45 560
585 743 154
815 432 26
303 443 737
289 531 291
284 139 479
607 269 649
771 207 217
681 640 768
224 782 408
95 517 854
87 530 943
228 373 378
716 97 210
401 103 153
251 299 971
139 510 167
518 16 980
307 146 102
768 323 103
856 581 963
469 422 830
695 520 232
634 802 384
6 591 151
192 75 586
641 78 827
884 391 303
174 549 610
406 747 530
400 376 886
558 107 166
264 406 857
160 44 126
816 718 158
170 164 915
612 877 63
277 637 231
622 186 707
463 306 757
784 690 627
359 304 282
642 180 86
606 205 554
505 277 984
368 515 344
491 462 134
680 363 918
59 223 797
670 338 880
347 407 41
719 842 268
423 665 442
49 875 181
725 246 83
602 553 227
498 243 823
474 327 562
507 627 827
515 595 758
355 425 220
577 99 422
447 790 612
396 98 73
469 239 460
884 84 296
271 883 249
439 184 87
591 38 697
771 732 724
87 138 815
171 86 526
538 760 696
716 760 240
649 290 474
584 349 810
322 779 444
122 521 243
885 76 478
285 841 814
838 664 611
497 57 721
836 605 879
263 109 657
826 144 640
1 357 65
167 427 580
779 1 641
528 416 555
355 874 745
177 555 767
673 440 915
294 819 895
618 222 564
737 301 367
551 864 151
438 439 766
802 470 359
113 310 466
592 888 718
412 870 479
264 723 514
389 798 479
763 347 685
806 133 543
207 293 231
180 848 647
823 388 591
689 250 611
115 870 380
88 172 125
551 528 833
534 645 437
47 33 830
813 368 250
709 437 550
443 582 945
442 848 750
184 28 882
781 247 147
335 776 487
507 81 144
231 738 800
141 887 970
611 367 985
279 622 848
327 717 806
632 226 737
594 133 16
464 301 588
334 573 529
301 338 182
166 778 190
335 19 99
506 812 545
862 666 526
185 809 958
162 108 359
323 399 393
289 125 408
209 504 398
878 92 875
332 454 116
670 232 814
403 585 425
401 789 497
717 627 312
888 163 648
654 193 707
244 390 967
392 235 529
859 570 561
669 48 196
746 518 519
671 359 412
581 51 248
328 516 570
314 277 887
738 193 605
113 275 166
238 209 554
860 387 762
245 433 780
868 619 729
800 492 335
431 506 177
362 499 961
608 159 31
540 872 770
563 471 1000
869 843 908
84 307 968
28 478 165
854 687 766
354 382 327
172 539 962
433 259 491
737 111 293
415 383 147
372 254 687
799 386 77
144 368 496
169 160 268
577 521 875
622 103 519
475 804 423
883 735 836
724 151 66
503 666 684
227 285 250
616 879 744
468 479 449
188 657 277
156 262 492
874 792 798
714 874 465
273 254 124
580 653 165
718 857 3
751 406 524
58 291 232
708 320 912
80 655 498
4 753 950
85 153 788
69 854 247
703 485 906
24 882 696
551 704 479
558 419 736
297 803 475
58 460 450
646 26 29
125 512 791
822 550 428
360 730 950
55 387 41
108 44 500
386 828 671
111 224 189
379 507 183
460 666 686
239 868 289
618 432 837
741 378 261
208 264 165
333 748 747
313 354 743
473 667 802
410 696 913
524 704 536
178 607 602
778 546 347
405 59 813
669 642 513
657 17 530
157 198 966
749 449 376
599 873 905
292 489 829
845 181 121
391 23 622
193 821 546
392 517 303
513 874 297
768 655 424
215 464 25
350 746 907
109 57 726
566 726 678
45 157 106
528 205 23
128 209 624
620 243 497
492 659 195
461 601 62
105 496 587
183 870 612
768 5 532
776 419 797
315 180 97
804 14 896
592 885 764
101 142 863
61 289 600
335 437 263
346 74 368
417 786 234
187 168 165
617 603 422
5 877 118
672 728 233
568 427 158
489 444 251
116 810 614
374 442 933
614 789 527
790 686 44
390 284 291
684 640 252
713 525 751
662 723 952
281 463 55
104 602 721
175 448 2
481 119 795
342 588 923
228 250 187
692 756 770
852 368 136
162 780 627
762 335 550
626 460 84
404 829 54
541 879 75
307 427 548
852 570 292
466 49 638
63 527 542
395 743 520
589 625 462
213 32 802
595 476 971
491 660 576
395 622 330
639 873 314
789 430 597
451 651 900
580 220 357
181 284 938
28 703 510
833 618 90
761 238 637
519 403 818
632 355 171
157 53 121
